batch,classifier,cfd_mean_ms,cfd_median_ms,cfd_p95_ms,scale_mean_ms,scale_median_ms,scale_p95_ms,pred_mean_ms,pred_median_ms,pred_p95_ms,e2e_mean_ms,e2e_median_ms,e2e_p95_ms,e2e_per_window_ms_p95
1,SVM-RBF,0.6965479993959889,0.7502500084228814,0.913514956482686,0.041677000117488205,0.03940000897273421,0.04839501634705811,0.058571999543346465,0.05420000525191426,0.08600001456215978,0.8921300020301715,0.9568000095896423,1.2123049731599167,1.2123049731599167
1,LinearSVM,0.6965479993959889,0.7502500084228814,0.913514956482686,0.056119998916983604,0.05619996227324009,0.05699997127521783,0.061986002256162465,0.06849999772384763,0.06920500018168241,0.714400002034381,0.659800018183887,0.9437049680855125,0.9437049680855125
1,LR,0.6965479993959889,0.7502500084228814,0.913514956482686,0.03816400014329702,0.03809999907389283,0.03880500444211066,0.04572100006043911,0.04569999873638153,0.04670500638894737,0.6880410009762272,0.6494999979622662,0.9160400251857934,0.9160400251857934
1,KNN,0.6965479993959889,0.7502500084228814,0.913514956482686,0.038532998878508806,0.037949997931718826,0.039605010533705354,1.3987139996606857,1.3613500050269067,1.7472900275606662,2.2027690010145307,2.1516499982681125,2.5746599887497723,2.5746599887497723
64,SVM-RBF,35.71544099890161,35.27655001380481,38.543720019515604,0.04157500108703971,0.04109996370971203,0.04240503185428679,0.5333590001100674,0.5214999837335199,0.6057050108211115,36.80797400418669,36.35969999595545,40.01486999623012,0.6252323436910956
64,LinearSVM,35.71544099890161,35.27655001380481,38.543720019515604,0.04498800029978156,0.04189999890513718,0.05291499546729028,0.05326400161720812,0.051000009989365935,0.05790997529402375,42.32646799995564,42.02074999921024,48.27425998810213,0.7542853123140958
64,LR,35.71544099890161,35.27655001380481,38.543720019515604,0.04599199863150716,0.04349998198449612,0.055425011669285575,0.05825000116601586,0.05240002064965665,0.08838997455313802,42.90502800082322,42.74335000081919,49.95909999415744,0.78061093740871
64,KNN,35.71544099890161,35.27655001380481,38.543720019515604,0.061385001172311604,0.0591999851167202,0.061810002080164836,2.678710002801381,2.6100999966729432,3.4143300232244655,40.473314000992104,40.05405001225881,45.3667449997738,0.7088553906214656
